0 1 2 3
20 21 1 14
20 24 48 4
21 1 1 5
21 2 20 22
21 7 1 24
21 12 6 12
22 2 18 25
22 3 1 3
22 4 1 20
22 5 1 4
22 6 95 4
22 7 6 8
22 17 43 15
22 21 1 4
23 1 76 1
23 2 1 7
23 5 3 22
23 6 88 1
23 7 19 1
23 10 1 2
23 12 1 15
23 14 42 1
23 17 11 1
23 21 2 23
24 0 1 7
24 1 19 29
24 3 1 21
24 4 1 13
24 5 1 8
24 7 29 1
24 9 1 16
24 11 293 1
24 16 1 15
24 27 1 13
25 3 16 2
25 4 6 1
25 7 2 28
25 10 66 1
25 11 4 29
25 14 1 29
25 15 1 22
25 18 1 10
25 22 11 4
25 24 13 24
25 27 8 3
26 0 53 1
26 23 28 8
26 27 80 1
27 0 98 13
27 2 12 15
27 5 1 12
27 7 2 5
27 10 1 10
27 11 98 1
27 19 1 8
27 23 1 19
27 26 2 15
